name,zipp time,mono time,e time,total time,poly cl,mono cl,all subst,new cl,mono win,status
ITP277^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
SWW518_5,0.072161,-1.0,0.000265,30.006,-1,-1,-1,-1,0,-1
SCT203_5,0.120911,-1.0,0.000288,30.743,-1,-1,-1,-1,0,-1
DAT117^1,0.096283,0.330732,0.040007,3.311,-1,-1,1675,407,1,1
LCL823_5,0.270143,-1.0,0.000267,30.695,-1,-1,-1,-1,0,-1
ANA115^1,0.008690,0.014974,0.003918,0.025,-1,-1,4,1,1,1
ITP270_2,4.514285,-1.0,0.000255,34.415,-1,-1,-1,-1,0,-1
ITP022_3,0.053652,0.200191,0.000316,30.391,-1,-1,1108,36,0,-1
NUN013_5,0.020584,0.042483,0.000200,30.192,-1,-1,176,44,0,-1
SCT183_5,0.122831,-1.0,0.000249,30.067,-1,-1,-1,-1,0,-1
ITP247^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP021_7,5.576210,6.138545,0.031313,9.078,-1,-1,4323,149,1,1
COM071_5,0.090400,-1.0,0.000268,30.916,-1,-1,-1,-1,0,-1
NUM993_5,0.033709,0.082504,0.000251,30.248,-1,-1,228,58,0,-1
SCT238_5,0.035797,0.431875,0.000253,30.652,-1,-1,9747,575,0,-1
ITP294^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP159^2,0.138077,1.124461,0.000229,1.376,-1,-1,15581,1334,0,1
DAT206^1,0.157554,1.080956,0.044420,2.537,-1,-1,8866,1527,1,1
ITP083^2,0.143422,0.538610,0.000253,32.146,-1,-1,4234,576,0,-1
SEV465^1,0.009185,0.020513,0.000329,30.069,-1,-1,93,7,0,-1
DAT261^1,0.006292,0.011030,0.000203,33.475,-1,-1,4,0,0,-1
ITP080^2,0.282519,1.155924,0.078164,3.450,-1,-1,6462,1596,1,1
ITP293_2,5.518314,-1.0,0.000259,38.097,-1,-1,-1,-1,0,-1
DAT189^1,0.127184,0.342336,0.002734,0.436,-1,-1,1019,297,1,1
DAT276^1,0.009909,0.021811,0.003329,0.031,-1,-1,90,7,1,1
DAT135^1,0.115632,0.497449,0.000374,30.809,-1,-1,4171,518,0,-1
COM184^1,0.127067,0.392772,0.008340,0.778,-1,-1,1818,424,1,1
ITP221_2,2.823349,-1.0,0.000291,23.268,-1,-1,-1,-1,0,1
ITP220^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
COM093_5,0.266338,-1.0,0.000290,31.189,-1,-1,-1,-1,0,-1
SCT209_5,0.148235,-1.0,0.000284,29.994,-1,-1,-1,-1,0,-1
LCL817_5,0.074807,-1.0,0.000286,29.879,-1,-1,-1,-1,0,-1
NUM955_5,0.024899,0.047000,0.000217,30.199,-1,-1,80,20,0,-1
COM120_5,0.075274,-1.0,0.000306,30.067,-1,-1,-1,-1,0,-1
ITP282^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
SWW554_5,0.095853,5.417004,0.000205,35.661,-1,-1,43541,584,0,-1
DAT315^1,0.007009,0.012085,0.002106,0.016,-1,-1,4,1,1,1
DAT307^1,0.011897,0.023512,0.000244,29.764,-1,-1,44,12,0,-1
SWV779_5,0.084047,0.664236,0.007667,0.827,-1,-1,6039,483,1,1
SWW515_5,0.166977,-1.0,0.000290,38.412,-1,-1,-1,-1,0,-1
COM047_5,0.040195,0.195412,0.000214,30.305,-1,-1,1368,81,0,-1
SEV486^1,0.006506,0.011827,0.000212,0.053,-1,-1,12,3,0,1
LCL840_5,0.046483,0.151238,0.007461,0.494,-1,-1,1663,36,1,1
SWV771_5,0.044383,0.133012,0.000209,30.271,-1,-1,1106,180,0,-1
DAT115^1,0.172036,0.677989,0.027974,1.286,-1,-1,3375,930,1,1
NUM972_5,0.026755,0.063176,0.006554,0.096,-1,-1,176,44,1,1
ITP256^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
