name,zipp time,mono time,e time,total time,poly cl,mono cl,all subst,new cl,mono win,status
ITP259_2,4.224536,-1.0,0.000230,34.392,-1,-1,-1,-1,0,-1
ANA094^1,0.008912,0.015100,0.000224,30.576,-1,-1,4,0,0,-1
SWW475_5,0.240941,-1.0,0.000465,30.256,-1,-1,-1,-1,0,-1
NUM938_5,0.018154,0.039656,0.000218,30.168,-1,-1,200,0,0,-1
ITP080^2,0.176271,0.602597,0.000267,30.705,-1,-1,6462,0,0,-1
LCL766_5,0.061798,-1.0,0.000266,30.076,-1,-1,-1,-1,0,-1
LCL746_5,0.072364,-1.0,0.000266,30.085,-1,-1,-1,-1,0,-1
COM152^1,0.114411,0.247167,0.000261,29.945,-1,-1,1759,0,0,-1
SCT194_5,0.115180,-1.0,0.000299,30.125,-1,-1,-1,-1,0,-1
DAT276^1,0.008693,0.018688,0.000219,32.043,-1,-1,90,0,0,-1
SCT236_5,0.085505,-1.0,0.000294,30.094,-1,-1,-1,-1,0,-1
ITP237_2,5.041685,-1.0,0.000265,35.179,-1,-1,-1,-1,0,-1
LCL833_5,0.048824,7.786191,0.000394,37.912,-1,-1,12246,0,0,-1
SWW475^2,0.201461,0.219581,0.000259,30.542,-1,-1,0,0,0,-1
DAT120^1,0.088337,0.321491,0.000243,30.365,-1,-1,1815,0,0,-1
ITP129^2,0.044943,0.118713,0.000236,40.269,-1,-1,888,0,0,-1
DAT174^1,0.073098,0.247055,0.000253,29.830,-1,-1,1936,0,0,-1
SWV779_5,0.087925,0.685720,0.000241,30.896,-1,-1,6103,0,0,-1
ITP219_2,3.564010,-1.0,0.000205,33.686,-1,-1,-1,-1,0,-1
DAT235^1,0.169968,0.304456,0.000206,30.341,-1,-1,979,0,0,-1
DAT150^1,0.123182,7.343101,0.000259,30.644,-1,-1,45266,0,0,-1
NUM972_5,0.026296,0.055514,0.000331,30.225,-1,-1,176,0,0,-1
SCT199_5,0.098262,-1.0,0.000247,30.108,-1,-1,-1,-1,0,-1
DAT283^1,0.006356,0.011322,0.000199,31.953,-1,-1,4,0,0,-1
COM088_5,0.070336,-1.0,0.000223,30.082,-1,-1,-1,-1,0,-1
ITP003_3,0.053403,0.496589,0.000263,30.670,-1,-1,4983,0,0,-1
SWV731_5,0.048598,0.106369,0.000220,30.153,-1,-1,1029,0,0,-1
DAT208^1,0.135826,0.602133,0.000317,29.993,-1,-1,3984,0,0,-1
SWW475^1,0.119239,0.134389,0.000389,30.313,-1,-1,0,0,0,-1
DAT223^1,0.216290,-1.0,0.000212,30.234,-1,-1,-1,-1,0,-1
COM030_5,0.024635,0.124412,0.000246,30.194,-1,-1,1497,0,0,-1
DAT279^1,0.008696,0.014985,0.000224,31.141,-1,-1,4,0,0,-1
ITP009_7,1.435031,-1.0,0.000216,31.450,-1,-1,-1,-1,0,-1
ITP025^3,0.021003,0.038522,0.000276,30.175,-1,-1,130,0,0,-1
ITP052^2,0.137336,0.541477,0.000237,30.073,-1,-1,4482,0,0,-1
